gas_prod,well,status,depth,elevation,longitude,latitude,field,geology
19552.0,gas development,active,1940.0,1250.0,-78.33969,42.86731,Danley Corners,Medina
33090.0,gas development,active,4470.0,1675.0,-79.56337,42.01425,Lakeshore,Medina
9021.0,gas development,active,4059.0,1600.0,-79.66185,42.09054,Lakeshore,Medina
66712.0,gas development,active,2250.0,1200.0,-78.02776,42.82674,Leicester,Medina
23458.0,gas development,active,4262.0,1715.0,-79.14671,42.1914,Lakeshore,Medina
52965.0,gas development,active,4110.0,1575.0,-79.13955,42.2011,Lakeshore,Medina
20879.0,gas development,active,4258.0,1715.0,-79.15294,42.19196,Lakeshore,Medina
302.0,gas development,inactive,3675.0,1450.0,-79.12186,42.29556,Lakeshore,Medina
2667.0,gas development,active,3949.0,1670.0,-79.23225,42.26711,Lakeshore,Medina
22180.0,gas development,active,3860.0,1530.0,-79.63957,42.13632,Lakeshore,Medina
22448.0,gas development,active,4228.0,1560.0,-79.07481,42.18181,Lakeshore,Medina
19924.0,gas development,active,3403.0,1630.0,-79.15997,42.40345,Lakeshore,Medina
7355.0,gas development,active,3619.0,1570.0,-79.23238,42.30547,Lakeshore,Medina
28746.0,gas development,active,4257.0,2101.0,-79.17201,42.29856,Lakeshore,Medina
43812.0,gas development,active,3919.0,1600.0,-79.68359,42.13512,Lakeshore,Medina
8347.0,gas development,active,3985.0,1642.0,-79.65704,42.13958,Lakeshore,Medina
56744.0,gas development,active,4215.0,1600.0,-79.10597,42.18184,Lakeshore,Medina
25554.0,gas development,active,4154.0,1325.0,-79.08277,42.1283,Lakeshore,Medina
58274.0,gas development,active,2570.0,915.0,-79.07903,42.50312,Lakeshore,Medina
21332.0,gas development,active,4331.0,1890.0,-79.16033,42.21442,Lakeshore,Medina
37648.0,gas development,active,4398.0,1798.0,-79.17235,42.18529,Lakeshore,Medina
7889.0,gas development,active,4108.0,1825.0,-79.22485,42.24927,Lakeshore,Medina
22697.0,gas development,active,2325.0,1374.0,-78.392072,42.798611,Danley Corners,Medina
7255.0,gas development,active,3857.0,1724.0,-79.12958,42.31821,Lakeshore,Medina
36720.0,gas development,active,4020.0,1710.0,-79.23713,42.23954,Gerry-Charlotte,Medina
10604.0,gas development,active,4174.0,1450.0,-79.12179,42.15427,Lakeshore,Grimsby
41120.0,gas development,active,4502.0,1688.0,-79.50862,42.03141,Lakeshore,Grimsby
33811.0,gas development,active,4090.0,1395.0,-79.06249,42.17943,Lakeshore,Medina
24008.0,gas development,active,4187.0,1530.0,-79.10708,42.17679,Lakeshore,Medina
7532.0,gas development,active,3891.0,1558.0,-79.64982,42.14471,Lakeshore,Medina
10886.0,gas development,active,3518.0,1385.0,-79.718639,42.198867,Lakeshore,Medina
4304.0,gas development,active,3374.0,1459.4351145038167,-79.16662,42.40179,Lakeshore,Medina
21973.0,gas development,active,3905.0,1530.0,-79.48946,42.1598,Lakeshore,Medina
19641.0,gas development,active,4200.0,1470.0,-79.10824,42.15894,Lakeshore,Medina
33674.0,gas development,active,4259.0,1685.0,-79.15654,42.18221,Lakeshore,Medina
6866.0,gas development,active,4011.0,1756.0,-79.2254,42.25886,Lakeshore,Medina
29578.0,gas development,active,3625.0,1495.0,-79.25382,42.28962,Lakeshore,Medina
37361.0,gas development,active,4307.0,1490.0,-79.06762,42.14806,Lakeshore,Medina
8780.0,gas development,active,3366.0,1479.3015873015872,-79.16689,42.396,Lakeshore,Medina
18728.0,gas development,active,4180.0,1598.6148148148147,-79.15023,42.19819,Lakeshore,Medina
49366.0,gas development,active,4138.0,1630.0,-79.156,42.20363,Lakeshore,Medina
11271.0,gas development,active,4213.0,1680.0,-79.15637,42.19629,Lakeshore,Medina
20246.0,gas development,active,1805.0,1145.0,-78.39498,42.86774,Danley Corners,Medina
22307.0,gas development,active,1866.0,1205.0,-78.387514,42.863861,Danley Corners,Medina
9328.0,gas development,active,2642.0,1640.0,-78.34076,42.77298,Sheldon,Medina
8188.0,gas development,active,4013.0,1590.0,-79.68259,42.10165,Lakeshore,Medina
32845.0,gas development,active,4255.0,1570.0,-79.1315,42.16628,Lakeshore,Medina
31314.0,gas development,active,3748.0,1565.0,-79.75925,42.17533,Lakeshore,Medina
21868.0,gas development,active,3647.0,1481.0,-79.72041,42.15504,Lakeshore,Medina
13309.0,gas development,active,2344.0,1119.0,-78.39161,42.77364,Sheldon,Medina
68484.0,gas development,active,3066.0,1825.0,-79.54926,42.08457,Lakeshore,Medina
22087.0,gas development,active,2788.0,895.0,-79.67458,42.2711,Lakeshore,Medina
33895.0,gas development,active,3948.0,1878.0,-79.12303,42.322949,Lakeshore,Medina
6530.0,gas development,active,4265.0,1690.0,-79.67667,42.06784,Lakeshore,Medina
185571.0,gas extension,active,6021.0,1600.0,-78.458705,42.577035,Northwoods,Theresa
1616.0,gas development,active,4300.0,1735.0,-79.67289,42.05627,Lakeshore,Medina
10027.0,gas development,active,4810.0,1390.0,-79.112993,42.066381,Lakeshore,Medina
305.0,gas development,active,4322.0,1645.0,-79.72254,42.01444,Lakeshore,Medina
35260.0,gas development,active,2931.0,1102.0,-79.529979,42.315662,Lakeshore,Medina
48319.0,gas development,active,4761.0,1600.0,-79.20921,42.02,Lakeshore,Medina
79945.0,gas development,active,4760.0,1580.0,-79.214582,42.01774,Lakeshore,Medina
20417.0,gas development,active,2570.0,795.0,-79.531847,42.33726,Lakeshore,Medina
42741.0,gas development,active,2840.0,1010.0,-79.530067,42.321736,Lakeshore,Medina
21689.0,gas development,active,2755.0,935.0,-79.54403,42.31771,Lakeshore,Medina
620.0,gas development,active,4272.0,1685.0,-79.66209,42.04805,Lakeshore,Medina
16012.0,gas development,active,4568.0,1350.0,-79.09077,42.07331,Lakeshore,Medina
11424.0,gas development,shut in,4860.0,1675.0,-79.06827,42.07018,Lakeshore,Medina
14642.0,gas development,active,5310.0,1927.0,-79.09288,42.01352,Lakeshore,Medina
539.0,gas development,active,4370.0,1720.0,-79.64726,42.0445,Lakeshore,Medina
132863.0,gas development,active,4570.0,1310.0,-79.17694,42.00515,Lakeshore,Medina
22416.0,gas development,active,4469.0,1240.0,-79.15868,42.01825,Lakeshore,Medina
17153.0,gas development,active,3367.0,1629.0,-79.1516,42.4175,Lakeshore,Medina
20281.0,gas development,active,2520.0,760.0,-79.53422,42.34192,Lakeshore,Medina
16921.0,gas development,active,4450.0,1530.0,-79.29144,42.07418,Lakeshore,Medina
51731.0,gas development,active,3845.0,1426.0,-79.25562,42.20828,Lakeshore,Medina
20890.0,gas development,active,1738.0,1103.0,-78.42896,42.8667,Alden-Lancaster,Medina
67859.0,gas wildcat,active,6321.0,1625.0,-78.43856,42.55355,Northwoods,Theresa
54015.0,gas development,active,4030.0,1671.0,-79.23442,42.22597,Lakeshore,Medina
80817.0,gas development,active,1745.0,1048.0,-78.462069,42.859048,Alden-Lancaster,Medina
27364.0,gas development,active,4006.0,1675.0,-79.32843,42.20356,Lakeshore,Medina
46905.0,gas development,active,2400.0,1280.0,-78.00678,42.81274,Leicester,Medina
14316.0,gas development,active,4170.0,1390.0,-79.06404,42.16371,Lakeshore,Medina
23780.0,gas development,active,4182.0,1390.0,-79.08102,42.15593,Lakeshore,Medina
36803.0,gas development,active,4090.0,1330.0,-79.09381,42.15403,Lakeshore,Medina
21213.0,gas development,active,2800.0,970.0,-79.53761,42.31868,Lakeshore,Medina
23686.0,gas development,active,3870.0,1676.0,-79.32671,42.20834,Lakeshore,Medina
35220.0,gas development,active,4141.0,1360.0,-79.08686,42.15267,Lakeshore,Medina
46154.0,gas development,active,4130.0,1365.0,-79.073425,42.166988,Lakeshore,Medina
12567.0,gas development,active,4295.0,1593.0,-79.07507,42.18645,Lakeshore,Medina
49271.0,gas development,active,4019.0,1285.0,-79.06657,42.16901,Lakeshore,Medina
10684.0,gas development,active,3281.0,1372.8391608391607,-79.16136,42.43006,Lakeshore,Medina
24383.0,gas development,active,5050.0,1040.0,-78.09833,42.81792,Cascade Brook,Theresa
105727.0,gas development,active,4044.0,1330.0,-79.18822,42.14637,Lakeshore,Medina
35820.0,gas development,active,3943.0,1601.0,-79.30835,42.21898,Lakeshore,Medina
29905.0,gas development,active,2172.0,947.5897435897435,-79.23338,42.4872,Lakeshore,Medina
19723.0,gas development,active,2681.0,1147.5128205128206,-79.23728,42.45428,Lakeshore,Medina
914.0,gas development,active,4270.0,1530.0,-79.694625,42.013103,Lakeshore,Medina
815.0,gas development,active,4300.0,1580.0,-79.6926,42.00803,Lakeshore,Medina
7476.0,gas development,active,4170.0,1635.0,-79.50116,42.10154,Lakeshore,Medina
16228.0,gas wildcat,active,2936.0,1770.0,-79.4997,42.08999,North Harmony,Bass Island
37547.0,gas development,active,2214.0,1210.0,-78.03202,42.82157,Leicester,Medina
11137.0,gas development,active,4327.0,1777.0,-79.49938,42.0953,Lakeshore,Medina
21542.0,gas development,active,4112.0,1550.0,-79.20346,42.1827,Lakeshore,Medina
50563.0,gas development,active,3362.0,1595.0,-79.15989,42.40898,Lakeshore,Medina
13574.0,gas development,active,3321.0,1565.0,-79.16158,42.41433,Lakeshore,Medina
14537.0,gas development,active,2432.0,1300.0,-78.02026,42.81345,Leicester,Medina
6204.0,gas development,active,3269.0,1402.1478873239437,-79.16514,42.41861,Lakeshore,Medina
43357.0,gas development,active,4557.0,1440.0,-79.28891,42.0051,Lakeshore,Medina
103125.0,gas development,active,4298.0,1420.0,-79.18784,42.09976,Lakeshore,Medina
17648.0,gas development,active,4115.0,1550.0,-79.20422,42.1884,Lakeshore,Medina
27448.0,gas development,active,2566.0,1430.0,-78.03082,42.80635,Leicester,Medina
2116.0,gas development,active,1168.0,902.8333333333334,-79.24158,42.4901,Lakeshore,Medina
33143.0,gas development,active,4585.0,1620.0,-79.34367,42.03393,Lakeshore,Medina
19855.0,gas development,active,2252.0,815.0,-79.23312,42.48059,Lakeshore,Medina
33833.0,gas development,active,3448.0,1415.0,-79.52866,42.25972,Lakeshore,Medina
82104.0,gas development,active,4645.0,1475.0,-79.230526,42.006564,Lakeshore,Medina
11280.0,gas development,active,3275.0,1570.0,-79.15804,42.4196,Lakeshore,Medina
8225.0,gas development,active,3189.0,1493.0,-79.17255,42.41862,Lakeshore,Medina
2626.0,gas development,active,1900.0,1180.0,-78.39603,42.85924,Danley Corners,Medina
72715.0,gas development,active,1835.0,1130.0,-78.45039,42.84866,Danley Corners,Medina
63449.0,gas development,active,2515.0,1345.0,-78.0326,42.81644,Leicester,Medina
65392.0,gas development,active,2196.0,1345.0,-78.02213,42.82294,Leicester,Medina
33097.0,gas development,active,3804.0,1585.0,-79.697809,42.132034,Lakeshore,Medina
5711.0,gas development,active,3915.0,1660.0,-79.23178,42.26274,Lakeshore,Medina
8575.0,gas wildcat,active,4009.0,1810.0,-79.22314,42.26954,Gerry-Charlotte,Medina
13115.0,gas development,active,4418.0,1370.0,-79.22783,42.03939,Lakeshore,Grimsby
34616.0,gas development,active,4460.0,1360.0,-79.295691,42.005283,Lakeshore,Medina
26532.0,gas development,active,4320.0,1645.0,-79.701011,42.01542,Lakeshore,Medina
50466.0,gas development,active,2476.0,1345.0,-78.02894,42.81165,Leicester,Medina
7467.0,gas development,active,4329.0,1650.0,-79.72997,42.01377,Lakeshore,Medina
47548.0,gas development,active,3375.0,1340.0,-79.51926,42.25143,Lakeshore,Medina
32898.0,gas development,active,3370.0,1340.0,-79.52632,42.25229,Lakeshore,Medina
36754.0,gas development,active,3379.0,1365.0,-79.53102,42.25488,Lakeshore,Medina
20304.0,gas development,active,4010.0,1475.0,-79.091845,42.211013,Lakeshore,Medina
26643.0,gas development,active,3869.0,1615.0,-79.54353,42.17838,Lakeshore,Medina
219.0,gas development,shut in,5300.0,1060.0,-78.0682,42.82144,Cascade Brook,Theresa
17780.0,gas development,active,4660.0,1835.0,-79.612479,42.05924,Lakeshore,Medina
2504.0,gas development,active,4242.0,1470.0,-79.69602,42.019033,Lakeshore,Medina
55678.0,gas wildcat,active,4514.0,1780.0,-79.55244,42.07054,Lakeshore,Medina
2780.0,gas development,active,4104.0,1620.0,-79.62687,42.0911,Lakeshore,Medina
379.0,gas development,active,3620.0,1419.0,-79.12419,42.30073,Lakeshore,Medina
4252.0,gas development,active,3840.0,1719.1949685534591,-79.21773,42.27914,Lakeshore,Medina
837.0,gas development,active,3759.0,1550.0,-79.12976,42.29434,Lakeshore,Medina
34956.0,gas development,active,4322.0,1695.0,-79.62496,42.07899,Lakeshore,Medina
53101.0,oil development,active,2839.0,1750.0,-79.2366,42.24328,Gerry-Charlotte,Bass Island
19431.0,gas development,active,4402.0,1670.0,-79.5542,42.06174,Lakeshore,Medina
13994.0,gas development,active,3683.0,1500.0,-79.24796,42.26974,Lakeshore,Medina
6530.0,gas development,active,3191.0,1500.437037037037,-79.18966,42.39789,Lakeshore,Medina
7594.0,gas development,active,3719.0,1560.0,-79.24145,42.2816,Lakeshore,Medina
7333.0,gas development,active,2092.0,876.1216216216217,-79.24463,42.49351,Lakeshore,Medina
42481.0,gas development,active,4066.0,1690.0,-79.35602,42.19326,Lakeshore,Medina
21895.0,gas development,active,4072.0,1931.0,-79.15697,42.30679,Lakeshore,Medina
12716.0,gas development,active,4922.0,1625.0,-79.120552,42.020353,Lakeshore,Medina
42676.0,gas development,active,4305.0,1520.0,-79.07256,42.15401,Lakeshore,Medina
27006.0,gas development,active,4654.0,1530.0,-79.08373,42.07983,Lakeshore,Medina
8012.0,gas development,active,3962.0,1680.0,-79.2203,42.27353,Lakeshore,Medina
25100.0,gas development,active,3897.0,1316.0,-79.06562,42.2092,Lakeshore,Medina
22458.0,gas development,active,1758.0,1333.0,-78.42953,42.86283,Danley Corners,Medina
2674.0,gas development,active,2170.0,1374.0,-78.3497,42.83925,Danley Corners,Medina
18486.0,gas development,active,2735.0,845.0,-79.68313,42.27031,Lakeshore,Medina
15399.0,gas development,active,2555.0,708.0,-79.68507,42.28092,Lakeshore,Medina
54473.0,gas development,active,1900.0,620.0,-79.25014,42.52412,Lakeshore,Medina
36517.0,gas development,active,4272.0,1530.0,-79.674125,42.000761,Lakeshore,Medina
150.0,gas development,active,4006.0,1800.0,-79.14479,42.30204,Lakeshore,Medina
35280.0,gas development,active,2395.0,1503.0,-78.351529,42.814494,Danley Corners,Medina
127004.0,gas development,active,4453.0,1705.0,-79.52718,42.05693,Lakeshore,Medina
18254.0,gas development,active,3980.0,1771.0,-79.18475,42.28512,Lakeshore,Medina
16574.0,gas development,inactive,5009.0,1760.0,-79.10707,42.05231,Lakeshore,Medina
4546.0,gas development,active,2001.0,1303.0,-78.394048,42.852723,Danley Corners,Medina
45441.0,gas development,active,4079.0,1620.0,-79.50375,42.12309,Lakeshore,Grimsby
122305.0,gas development,active,4063.0,1280.0,-79.10194,42.14944,Lakeshore,Medina
27932.0,gas development,active,3895.0,1450.0,-79.12819,42.23291,Lakeshore,Medina
13090.0,gas development,active,4980.0,1700.0,-79.09399,42.02743,Lakeshore,Medina
91299.0,gas development,active,3862.0,1680.0,-79.19863,42.28808,Gerry-Charlotte,Bass Island
70888.0,gas development,active,4258.0,1390.0,-79.08094,42.13455,Lakeshore,Medina
28402.0,gas development,active,4206.0,1455.0,-79.61792,42.01905,Lakeshore,Medina
35211.0,gas development,active,3644.0,1271.0,-79.27931,42.21505,Lakeshore,Medina
31603.0,gas development,active,3611.0,1282.0,-79.28316,42.2191,Lakeshore,Medina
8107.0,gas development,active,4869.0,1610.0,-79.11742,42.04543,Lakeshore,Medina
166151.0,gas development,active,5260.0,1200.0,-78.10118,42.82739,Cascade Brook,Theresa
34751.0,gas development,active,4131.0,1360.0,-79.08601,42.14756,Lakeshore,Medina
18978.0,gas development,active,4306.0,1530.0,-79.07755,42.1491,Lakeshore,Medina
45525.0,gas development,active,4171.0,1510.0,-79.19229,42.15889,Lakeshore,Medina
52391.0,gas development,active,4223.0,1530.0,-79.18133,42.15622,Lakeshore,Medina
50912.0,gas development,active,4183.0,1395.0,-79.07069,42.159491,Lakeshore,Medina
6100.0,gas development,active,4669.0,1880.0,-79.70565,42.00141,Lakeshore,Medina
4379.0,gas development,active,4066.0,1525.0,-79.66884,42.07365,Clymer,Medina
25887.0,gas development,active,3840.0,1570.0,-79.699923,42.135815,Lakeshore,Medina
32650.0,gas development,active,4190.0,1405.0,-79.06219,42.15815,Lakeshore,Medina
46377.0,gas development,active,4010.0,1280.0,-79.080457,42.166727,Lakeshore,Medina
21508.0,gas development,active,3835.0,1541.0,-79.609202,42.162758,Lakeshore,Medina
26212.0,gas development,active,4317.0,1700.0,-79.65456,42.04544,Lakeshore,Medina
31388.0,gas development,active,2520.0,760.0,-79.53812,42.3384,Lakeshore,Medina
45423.0,gas development,active,4163.0,1415.0,-79.077765,42.161398,Lakeshore,Medina
1801.0,gas development,active,4452.0,1630.0,-79.662719,42.013703,Lakeshore,Medina
30410.0,gas development,active,3949.0,1863.0,-79.13763,42.3289,Lakeshore,Medina
65924.0,gas development,active,3645.0,1271.0,-79.2713,42.20563,Lakeshore,Medina
19171.0,gas development,active,2116.0,899.9466666666667,-79.2381,42.49296,Lakeshore,Medina
22033.0,gas development,active,4061.0,1360.0,-79.75935,42.01893,Lakeshore,Medina
4493.0,gas development,active,4418.0,1730.0,-79.74514,42.00074,Lakeshore,Medina
5650.0,gas development,active,4259.0,1605.0,-79.74525,42.00763,Lakeshore,Medina
201.0,gas development,active,4187.0,1520.0,-79.72543,42.03058,Lakeshore,Medina
20812.0,gas development,active,2385.0,1485.0,-78.340518,42.812981,Danley Corners,Medina
10269.0,gas development,active,2333.0,1439.0,-78.379292,42.810369,Danley Corners,Medina
36132.0,gas development,active,4258.0,1630.0,-79.1856,42.17731,Lakeshore,Medina
42213.0,gas development,active,1727.0,1100.0,-78.43419,42.8659,Alden-Lancaster,Medina
52645.0,gas development,active,4385.0,1530.0,-79.06225,42.14428,Lakeshore,Medina
30218.0,gas development,active,4395.0,1540.0,-79.0689,42.14213,Lakeshore,Medina
16205.0,gas development,active,2305.0,1428.0,-78.33434,42.82523,Danley Corners,Medina
1212.0,gas development,active,4353.0,1600.0,-79.64896,42.01489,Lakeshore,Medina
26028.0,gas development,active,4063.0,1655.0,-79.45445,42.12796,Lakeshore,Medina
1322.0,gas development,active,4320.0,1695.0,-79.65577,42.05076,Lakeshore,Medina
25383.0,gas development,active,4050.0,1260.0,-79.086575,42.15696,Lakeshore,Medina
36752.0,gas development,active,4163.0,1632.0,-79.43027,42.11558,Lakeshore,Medina
3000.0,gas development,active,2235.0,800.0,-79.23969,42.47916,Lakeshore,Medina
28280.0,gas development,inactive,4629.0,1390.0,-79.07041,42.0596,Lakeshore,Medina
12577.0,gas development,active,2690.0,1171.9827586206898,-79.23704,42.44805,Lakeshore,Medina
27452.0,gas development,active,4075.0,1530.0,-79.09714,42.20839,Lakeshore,Medina
16452.0,gas development,active,4341.0,1815.0,-79.17244,42.19301,Lakeshore,Medina
11576.0,gas development,active,4350.0,1775.0,-79.16649,42.19122,Lakeshore,Medina
7125.0,gas development,active,4727.0,1620.0,-79.35927,42.00399,Lakeshore,Medina
3434.0,gas development,active,4720.0,1620.0,-79.3519,42.00261,Lakeshore,Medina
28474.0,gas development,active,4052.0,1330.0,-79.07734,42.17212,Lakeshore,Medina
19053.0,gas development,active,4274.0,1540.0,-79.12033,42.15914,Lakeshore,Medina
31717.0,gas development,active,3760.0,1480.0,-79.5058,42.18245,Lakeshore,Medina
78309.0,gas development,active,3692.0,1255.0,-79.27174,42.20182,Lakeshore,Medina
10714.0,gas development,active,2555.0,1453.195652173913,-78.41477,42.75943,Sheldon,Medina
839.0,gas development,active,3587.0,1708.0,-79.11136,42.3995,Lakeshore,Medina
24060.0,gas development,active,4000.0,1621.0,-79.30042,42.19296,Lakeshore,Medina
29475.0,gas development,active,4395.0,1340.0,-79.2019,42.0465,Lakeshore,Medina
32469.0,gas development,active,3813.0,1460.0,-79.28687,42.19775,Lakeshore,Medina
800.0,oil wildcat,inactive,2745.0,1331.0,-79.41143,42.1588,North Harmony,Bass Island
48949.0,gas development,active,4015.0,1492.0,-79.43965,42.14835,Lakeshore,Medina
9459.0,gas development,active,1917.0,1233.0,-78.38067,42.8661,Danley Corners,Medina
4183.0,gas development,active,4387.0,1812.0,-79.51618,42.05506,Lakeshore,Medina
14180.0,gas development,active,2467.0,1595.0,-78.3168,42.82018,Danley Corners,Medina
8948.0,gas development,active,2465.0,1445.0,-78.39334,42.76835,Sheldon,Medina
16764.0,gas development,active,3292.0,1375.0,-79.1227,42.37554,Lakeshore,Medina
6430.0,gas development,active,2724.0,1680.0,-78.35045,42.77025,Sheldon,Medina
12110.0,gas development,active,3515.0,1680.0,-79.15202,42.38468,Lakeshore,Medina
20275.0,gas development,active,3373.0,1535.0,-79.14603,42.40221,Lakeshore,Medina
29052.0,gas development,active,4190.0,1384.0,-79.3986,42.0775,Lakeshore,Medina
22502.0,gas development,active,2936.0,1060.0,-79.648448,42.277287,Lakeshore,Medina
36142.0,gas development,active,2736.0,880.0,-79.653223,42.281702,Lakeshore,Medina
11015.0,gas development,active,2535.0,682.0,-79.68394,42.28557,Lakeshore,Medina
29470.0,gas development,active,2625.0,765.0,-79.656167,42.286537,Lakeshore,Medina
3589.0,gas development,active,4094.0,1800.0,-79.196308,42.257244,Lakeshore,Medina
17771.0,gas development,active,3243.0,1325.0,-79.0881,42.395,Lakeshore,Medina
21799.0,gas development,active,3343.0,1346.0,-79.10299,42.36218,Lakeshore,Medina
19408.0,gas development,active,4110.0,1892.0,-79.15224,42.29021,Lakeshore,Medina
27528.0,gas development,active,1920.0,610.0,-79.23123,42.53426,Lakeshore,Medina
9861.0,gas development,active,3842.0,1793.0,-79.20828,42.3175,Lakeshore,Medina
46801.0,gas development,active,4303.0,1250.0,-79.20254,42.05194,Lakeshore,Medina
111000.0,gas development,active,3998.0,1380.0,-79.38689,42.16384,Lakeshore,Medina
17612.0,gas development,active,2810.0,1690.0,-78.39086,42.72642,Sheldon,Akron
25156.0,gas development,active,3523.0,1655.0,-79.15563,42.38914,Lakeshore,Medina
17746.0,oil development,active,4031.0,1450.0,-79.21824,42.17566,Folsom Creek,Onondaga
52837.0,gas development,active,4316.0,1680.0,-79.1675,42.17012,Lakeshore,Medina
705.0,gas development,active,3207.0,1329.0,-79.09291,42.39844,Lakeshore,Medina
25651.0,gas development,active,4303.0,1450.0,-79.07327,42.14531,Lakeshore,Medina
8805.0,gas development,active,3715.0,1689.0,-78.360465,42.551018,Chaffee-Arcade,Medina
38377.0,gas development,active,4307.0,1640.0,-79.16662,42.16508,Lakeshore,Medina
16265.0,gas development,active,3244.0,1323.0,-79.08565,42.39006,Lakeshore,Medina
19869.0,gas development,active,3702.0,1817.0,-79.213811,42.378419,Lakeshore,Medina
27876.0,oil development,active,3635.0,1268.0,-79.26789,42.21054,Gerry-Charlotte,Bass Island
41116.0,gas development,active,4478.0,1240.0,-79.16238,42.00748,Lakeshore,Medina
17681.0,gas development,active,4252.0,1672.0,-79.49459,42.10036,Lakeshore,Medina
34745.0,gas development,active,3695.0,1555.0,-79.10255,42.31913,Lakeshore,Medina
39217.0,gas development,active,3656.0,1490.0,-79.09502,42.32067,Lakeshore,Medina
34030.0,gas development,active,4121.0,1750.0,-79.14507,42.26428,Lakeshore,Medina
1061.0,gas development,inactive,4050.0,1560.0,-79.23195,42.19622,Lakeshore,Medina
34443.0,gas development,active,1768.0,1098.0,-78.415679,42.863366,Danley Corners,Medina
26661.0,gas development,active,3866.0,1420.0,-79.27416,42.18666,Lakeshore,Medina
37752.0,gas development,active,3832.0,1780.0,-79.21458,42.31373,Lakeshore,Medina
120734.0,gas development,active,3863.0,1390.0,-79.278425,42.190425,Lakeshore,Medina
4439.0,gas development,active,3518.0,1562.7096774193549,-79.28622,42.29922,Lakeshore,Medina
13617.0,gas development,active,3566.0,1470.0,-79.16225,42.32574,Lakeshore,Medina
15033.0,gas development,active,3935.0,1710.0,-79.14606,42.29193,Lakeshore,Medina
18042.0,gas development,active,3412.0,1603.0,-79.13959,42.40236,Lakeshore,Medina
20118.0,gas development,active,3404.0,1435.0,-79.06589,42.3846,Lakeshore,Medina
1672.0,gas development,active,3810.0,1815.0,-78.325863,42.556243,Chaffee-Arcade,Medina
26126.0,gas development,active,3260.0,1332.0,-79.07822,42.39621,Lakeshore,Medina
28696.0,gas development,active,3170.0,1380.0,-79.06979,42.3884,Lakeshore,Medina
16384.0,gas development,active,3425.0,1530.0,-79.12873,42.37905,Lakeshore,Medina
24927.0,gas development,active,4220.0,2054.0,-79.17815,42.29653,Lakeshore,Medina
25725.0,gas development,active,3450.0,1600.0,-78.4447,42.54974,Chaffee-Arcade,Medina
19526.0,gas development,inactive,3995.0,1686.0,-79.33578,42.20898,Lakeshore,Medina
9167.0,gas development,active,3694.0,1690.0,-79.22749,42.31813,Lakeshore,Medina
19216.0,gas development,active,3290.0,1475.0,-79.16732,42.3904,Lakeshore,Medina
4306.0,gas development,active,4275.0,1570.0,-79.59258,42.03765,Lakeshore,Medina
4301.0,gas development,active,3770.0,1760.0,-78.336121,42.556381,Chaffee-Arcade,Medina
22121.0,gas development,active,4481.0,1240.0,-79.16377,42.014,Lakeshore,Medina
9888.0,gas development,active,2414.0,1495.0,-78.379553,42.800743,Danley Corners,Medina
40545.0,gas development,active,4595.0,1400.0,-79.15094,42.03485,Lakeshore,Medina
636.0,gas development,active,3575.0,1708.0,-79.11716,42.40223,Lakeshore,Medina
64067.0,gas development,active,3520.0,1706.0,-79.1288,42.40793,Lakeshore,Medina
15631.0,gas development,active,3225.0,1334.0,-79.08222,42.40476,Lakeshore,Medina
58553.0,oil development,active,4125.0,1378.0,-79.1813,42.13945,Sprague Hill,Onondaga
75544.0,gas development,active,4478.0,1240.0,-79.15576,42.01267,Lakeshore,Medina
129.0,gas development,active,3526.0,1575.0,-79.0633,42.38983,Lakeshore,Medina
18523.0,gas development,active,3450.0,1570.0,-79.07327,42.40902,Lakeshore,Medina
33838.0,gas development,active,3530.0,1518.0,-79.10368,42.35172,Lakeshore,Medina
31772.0,oil development,active,3397.0,1980.0,-79.19798,42.26734,Gerry-Charlotte,Bass Island
11438.0,gas development,active,2700.0,840.0,-79.66548,42.27866,Lakeshore,Medina
45797.0,gas development,active,4067.0,1532.0,-79.49017,42.10945,North Harmony,Bass Island
28792.0,gas development,active,3885.0,1685.0,-79.61263,42.18772,Lakeshore,Medina
18504.0,gas development,active,2788.0,1530.0,-78.0329,42.77542,Leicester,Medina
53419.0,gas development,active,3604.0,1291.0,-79.27085,42.22642,Lakeshore,Medina
30899.0,oil development,active,4211.0,1727.0,-79.47817,42.12268,North Harmony,Bass Island
61601.0,gas development,active,3596.0,1270.0,-79.2762,42.22875,Lakeshore,Medina
1145.0,gas development,inactive,3996.0,1908.0,-79.19268,42.31121,Lakeshore,Medina
12533.0,gas development,active,2696.0,1490.0,-78.03278,42.78206,Leicester,Medina
2793.0,gas development,active,4001.0,1442.0,-79.4308,42.13752,North Harmony,Bass Island
68930.0,gas development,active,4437.0,1750.0,-79.5136,42.07239,Lakeshore,Medina
58597.0,gas development,active,4302.0,1650.0,-79.17434,42.16994,Lakeshore,Medina
9904.0,gas development,active,3714.0,1475.0,-79.72693,42.12629,Lakeshore,Medina
20896.0,gas development,active,2910.0,1296.0,-79.17801,42.44178,Lakeshore,Medina
14311.0,gas development,active,3125.0,1150.0,-79.748616,42.220777,Lakeshore,Medina
2739.0,gas development,active,3701.0,1685.0,-79.15685,42.35107,Lakeshore,Medina
4264.0,gas development,active,2705.0,1630.0,-78.391926,42.743661,Sheldon,Medina
43804.0,gas development,active,1907.0,1150.0,-78.417526,42.841227,Danley Corners,Medina
25763.0,gas development,active,3755.0,1600.0,-79.61319,42.19343,Lakeshore,Medina
