County,gas_prod,longitude,latitude,depth,elevation,well,status,field,geology
Cattaraugus,19264.0,-79.00951,42.32013,3790.0,1580.0,gas development,active,Lakeshore,Medina
Cattaraugus,4525.0,-78.61474,42.00713,1134.0,1775.0,oil development,active,Bradford,Chipmunk & Bradford 2nd
Cattaraugus,25138.0,-78.99835,42.29591,3891.0,1550.0,gas development,active,Lakeshore,Medina
Cattaraugus,18864.0,-79.0009,42.32005,3920.0,1690.0,gas development,active,Lakeshore,Medina
Cattaraugus,23724.0,-78.99883,42.32382,3913.0,1705.0,gas development,active,Lakeshore,Medina
Cattaraugus,6338.0,-78.61581,42.02708,1000.0,1780.0,oil development,active,Chipmunk,Bradford 1st & Chipmunk
Cattaraugus,8079.0,-78.99531,42.3205,3922.0,1720.0,gas development,active,Lakeshore,Medina
Cattaraugus,27130.0,-79.02834,42.29503,3850.0,1534.0,gas development,active,Lakeshore,Medina
Cattaraugus,30731.0,-79.03489,42.29277,3871.0,1558.0,gas development,active,Lakeshore,Medina
Cattaraugus,29534.0,-79.00414,42.30182,3886.0,1580.0,gas development,active,Lakeshore,Medina
Cattaraugus,23843.0,-79.01671,42.26948,4000.0,1547.0,gas development,active,Lakeshore,Medina
Cattaraugus,20569.0,-78.99817,42.30136,3954.0,1550.0,gas development,active,Lakeshore,Medina
Cattaraugus,21141.0,-79.03951,42.30081,3600.0,1330.0,gas development,active,Lakeshore,Medina
Cattaraugus,2250.0,-78.61415,42.00303,1146.0,1480.0,oil development,active,Bradford,Bradford
Cattaraugus,2237.0,-78.61266,42.00362,181.0,1500.0,oil development,active,Bradford,Bradford
Cattaraugus,2237.0,-78.61475,42.00415,1202.0,1520.0,oil development,active,Bradford,Bradford
Cattaraugus,2238.0,-78.61335,42.00465,1245.0,1545.0,oil development,active,Bradford,Bradford
Cattaraugus,8769.0,-79.00861,42.30576,3925.0,1636.0,gas development,active,Lakeshore,Medina
Cattaraugus,22119.0,-79.02949,42.27855,3850.0,1460.0,gas development,active,Lakeshore,Medina
Cattaraugus,9379.0,-78.99352,42.32393,3930.0,1719.0,gas development,active,Lakeshore,Medina
Cattaraugus,2592.0,-78.59663,42.01832,1530.0,1820.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2592.0,-78.59438,42.01833,1740.0,2021.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12015.0,-78.55281,42.02767,1752.0,1942.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,12959.0,-78.55218,42.02899,1541.0,1826.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12959.0,-78.553099,42.031415,1541.0,1821.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,26655.0,-78.969994,42.371481,3425.0,1304.0,gas development,active,Lakeshore,Medina
Cattaraugus,12959.0,-78.55171,42.03246,1499.0,1689.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7226.0,-78.59641,42.00478,1725.0,1980.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7255.0,-78.59515,42.00522,1720.0,2010.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12959.0,-78.57222,42.0229,2145.0,2302.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8685.0,-78.58948,42.00763,1755.0,2060.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8681.0,-78.59082,42.00804,1722.0,2020.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7136.0,-78.59957,42.00235,1451.0,1750.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7482.0,-78.61403,42.006,1387.0,1675.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,13008.0,-78.55186,42.02541,1651.0,1819.0,oil development,active,Chipmunk,Bradford & Chipmunk
Cattaraugus,12060.0,-78.55415,42.0286,1806.0,1978.0,oil development,active,Chipmunk,Upper Devonian
Cattaraugus,12015.0,-78.55531,42.02542,1814.0,1978.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,12015.0,-78.55308,42.02613,1754.0,1929.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,12959.0,-78.55306,42.02447,1547.0,1812.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12015.0,-78.55607,42.02316,1689.0,1960.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,12066.0,-78.551363,42.034264,1374.0,1634.0,oil development,active,Chipmunk,Upper Devonian
Cattaraugus,5557.0,-78.643448,42.0138,2050.0,1940.0,oil development,active,Chipmunk,Chipmunk & Bradford 3rd
Cattaraugus,5556.0,-78.641612,42.013814,2000.0,1815.0,oil development,active,Chipmunk,Chipmunk & Bradford 3rd
Cattaraugus,5556.0,-78.644103,42.015037,2000.0,1818.0,oil development,active,Chipmunk,Chipmunk & Bradford 3rd
Cattaraugus,30381.0,-78.99941,42.48908,2655.0,970.0,gas development,active,Lakeshore,Medina
Cattaraugus,30268.0,-79.04919,42.48852,2690.0,1069.0,gas development,active,Lakeshore,Medina
Cattaraugus,14197.0,-78.85717,42.35144,4199.0,1775.0,gas development,active,Lakeshore,Medina
Cattaraugus,9460.0,-78.58257,42.02417,1900.0,2230.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,3194.0,-78.58339,42.00895,1325.0,1870.0,oil development,active,Bradford,Chipmunk & Bradford 2nd
Cattaraugus,3201.0,-78.58125,42.01203,1200.0,1821.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,9489.0,-78.5851,42.02232,1375.0,2063.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,9460.0,-78.5839,42.023,1775.0,2130.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,9460.0,-78.58224,42.02301,1775.0,2140.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12959.0,-78.55013,42.03321,1445.0,1640.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12959.0,-78.55068,42.02748,1579.0,1864.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12959.0,-78.55369,42.02306,1589.0,1859.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,9460.0,-78.58086,42.02399,1825.0,2180.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8716.0,-78.59478,42.00116,1410.0,1690.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,7353.0,-78.60666,42.00006,1350.0,1540.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,3189.0,-78.58111,42.0103,1505.0,1802.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,4144.0,-78.59822,42.00006,1370.0,1640.0,oil development,active,Bradford,Bradford Second
Cattaraugus,4115.0,-78.60007,42.00006,1345.0,1605.0,oil development,active,Bradford,Bradford Second
Cattaraugus,3194.0,-78.5843,42.01158,1145.0,1740.0,oil development,active,Bradford,Bradford Second
Cattaraugus,3202.0,-78.58321,42.01025,1170.0,1800.0,oil development,active,Bradford,Bradford Second
Cattaraugus,8714.0,-78.59644,42.00109,1373.0,1650.0,oil development,active,Bradford,Bradford
Cattaraugus,4114.0,-78.60497,41.99998,1402.0,1480.0,oil development,active,Bradford,Bradford Third
Cattaraugus,30636.0,-78.94732,42.43528,1955.0,1018.0,gas development,active,Dayton,Bass Island
Cattaraugus,4320.0,-78.58714,42.01553,1093.0,1795.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2639.0,-78.59438,42.01915,1800.0,2080.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2592.0,-78.59549,42.01912,1678.0,1962.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,2592.0,-78.59674,42.01916,1591.0,1880.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,4122.0,-78.60151,41.99995,1403.0,1580.0,oil development,active,Bradford,Bradford Third
Cattaraugus,2592.0,-78.59549,42.01835,1614.0,1910.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8715.0,-78.59773,42.00109,1371.0,1630.0,oil development,active,Bradford,Bradford
Cattaraugus,20005.0,-78.51584,42.49891,6412.0,1735.0,gas wildcat,active,Cagwin,Theresa
Cattaraugus,12497.0,-78.52502,42.03404,2103.0,2292.0,oil development,active,Chipmunk,Bradford & Chipmunk
Cattaraugus,12497.0,-78.53275,42.03712,2036.0,2266.0,oil development,active,Chipmunk,Bradford & Chipmunk
Cattaraugus,12497.0,-78.536969,42.035437,2018.0,2213.0,oil development,active,Chipmunk,Bradford & Chipmunk
Cattaraugus,12859.0,-78.54133,42.03371,1738.0,1923.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,11128.0,-78.54556,42.03201,1521.0,1691.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12127.0,-78.53046,42.03393,1960.0,2155.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12446.0,-78.53475,42.03223,1750.0,1935.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,12446.0,-78.53883,42.03042,1800.0,1975.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,17003.0,-78.85511,42.35662,4114.0,1735.0,gas development,active,Lakeshore,Medina
Cattaraugus,20592.0,-78.91985,42.38616,3484.0,1350.0,gas development,active,Lakeshore,Medina
Cattaraugus,12446.0,-78.54787,42.03521,1621.0,1791.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7456.0,-78.61247,42.00618,1425.0,1695.0,oil development,active,Bradford,Bradford 2nd & 3rd
Cattaraugus,7459.0,-78.61127,42.00632,1350.0,1710.0,oil development,active,Bradford,Bradford 2nd & 3rd
Cattaraugus,8719.0,-78.59819,42.00185,1432.0,1710.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8715.0,-78.5969,42.00213,1434.0,1700.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,8719.0,-78.59542,42.00206,1424.0,1690.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,3194.0,-78.5842,42.01274,1130.0,1705.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,3194.0,-78.58485,42.0108,1200.0,1760.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,7025.0,-78.60666,42.00116,1350.0,1580.0,oil development,active,Bradford,Bradford
Cattaraugus,12446.0,-78.53388,42.03879,2233.0,2398.0,oil development,active,Bradford,Bradford & Chipmunk
Cattaraugus,19118.0,-78.96882,42.14554,4407.0,1440.0,gas development,active,Lakeshore,Medina
Cattaraugus,30894.0,-79.01299,42.25364,4007.0,1460.0,gas development,active,Lakeshore,Medina
Cattaraugus,29169.0,-79.00738,42.16494,4197.0,1390.0,gas development,active,Lakeshore,Medina
Cattaraugus,14517.0,-78.97758,42.14308,4465.0,1512.0,gas development,active,Lakeshore,Medina
Cattaraugus,17932.0,-79.04346,42.11074,4624.0,1601.0,gas development,active,Lakeshore,Medina
Cattaraugus,23387.0,-78.487326,42.517466,3342.0,1420.0,gas development,active,Chaffee-Arcade,Medina
Cattaraugus,18647.0,-78.71344,42.45569,3350.0,1350.0,gas development,active,Ashford,Medina
Cattaraugus,5379.0,-78.49959,42.50417,3400.0,1440.0,gas extension,active,Chaffee-Arcade,Medina
Cattaraugus,22513.0,-78.467135,42.516777,3450.0,1440.0,gas development,active,Chaffee-Arcade,Medina
Cattaraugus,14647.0,-78.97471,42.13826,4675.0,1687.0,gas development,active,Lakeshore,Medina
Cattaraugus,14394.0,-78.43523,42.50366,4025.0,1880.0,gas development,active,Chaffee-Arcade,Medina
Cattaraugus,21142.0,-79.03372,42.10663,4843.0,1790.0,gas development,active,Lakeshore,Medina
Cattaraugus,26794.0,-79.02864,42.25169,3810.0,1325.0,gas development,active,Lakeshore,Medina
Cattaraugus,6563.0,-79.0442,42.36745,3349.0,1315.0,gas development,active,Lakeshore,Medina
Cattaraugus,30841.0,-79.01906,42.40874,3226.0,1312.0,gas development,active,Lakeshore,Medina
Cattaraugus,11646.0,-79.04389,42.40727,3230.0,1349.0,gas development,active,Lakeshore,Medina
Cattaraugus,2876.0,-79.00606,42.42058,3552.0,1655.0,gas development,active,Lakeshore,Medina
Cattaraugus,4702.0,-79.04522,42.41297,3220.0,1335.0,gas development,active,Lakeshore,Medina
Cattaraugus,29364.0,-79.01125,42.404,3300.0,1340.0,gas development,active,Lakeshore,Medina
Cattaraugus,19123.0,-79.04845,42.17187,4130.0,1375.0,gas development,active,Lakeshore,Medina
Cattaraugus,2848.0,-79.05835,42.37473,3499.0,1460.0,gas development,active,Lakeshore,Medina
Cattaraugus,19889.0,-79.02838,42.38895,3324.0,1304.0,gas development,active,Lakeshore,Medina
Cattaraugus,20264.0,-78.87173,42.39298,3495.0,1417.0,gas development,active,Lakeshore,Medina
Cattaraugus,12247.0,-79.05701,42.16428,4111.0,1345.0,gas development,active,Lakeshore,Medina
Cattaraugus,20890.0,-78.98154,42.13056,4959.0,1990.0,gas development,active,Lakeshore,Medina
Cattaraugus,21873.0,-79.02222,42.14472,4630.0,1750.0,gas development,active,Lakeshore,Medina
Cattaraugus,20092.0,-78.93304,42.43212,2915.0,1023.0,gas development,active,Lakeshore,Medina
Cattaraugus,5068.0,-79.0418,42.39882,3380.0,1395.0,gas development,active,Lakeshore,Medina
Cattaraugus,25268.0,-79.05712,42.22517,3832.0,1280.0,gas development,active,Lakeshore,Medina
Cattaraugus,26875.0,-79.05494,42.15883,4183.0,1380.0,gas development,active,Lakeshore,Medina
Cattaraugus,14782.0,-78.87301,42.3602,3508.0,1280.0,gas development,active,Lakeshore,Medina
Cattaraugus,13850.0,-78.87828,42.35996,3352.0,1135.0,gas development,active,Lakeshore,Medina
Cattaraugus,31063.0,-79.00502,42.32384,3830.0,1615.0,gas development,active,Lakeshore,Medina
Cattaraugus,7092.0,-78.61127,42.00735,1442.0,1773.0,oil development,active,Bradford,"Chipmunk, Bradford 1st & 2nd"
Cattaraugus,2237.0,-78.61661,42.0035,1153.0,1475.0,oil development,active,Bradford,Bradford
Cattaraugus,2237.0,-78.61569,42.00515,1272.0,1620.0,oil development,active,Bradford,Bradford
Cattaraugus,2238.0,-78.61735,42.0046,1186.0,1520.0,oil development,active,Bradford,Bradford
Cattaraugus,2237.0,-78.61975,42.00488,1124.0,1440.0,oil development,active,Bradford,Bradford
Cattaraugus,6373.0,-78.614,42.02581,1096.0,1775.0,oil development,active,Chipmunk,Chipmunk & Bradford 2nd
Cattaraugus,6966.0,-78.87661,42.36434,3295.0,1120.0,gas development,active,Lakeshore,Medina
Cattaraugus,2323.0,-78.61164,42.00547,1274.0,1605.0,oil development,active,Bradford,Bradford
Cattaraugus,2237.0,-78.618,42.00301,1124.0,1440.0,oil development,active,Bradford,Bradford
Cattaraugus,2918.0,-79.01455,42.34234,3446.0,1310.0,gas development,active,Lakeshore,Medina
Cattaraugus,14969.0,-78.98884,42.34728,3671.0,1480.0,gas development,active,Lakeshore,Medina
Cattaraugus,22688.0,-78.97523,42.35909,3458.0,1304.0,gas development,active,Lakeshore,Medina
Cattaraugus,3768.0,-78.57905,42.43686,4010.0,1840.0,gas wildcat,active,Hog Hollow,Medina
Cattaraugus,12571.0,-78.99371,42.34481,3660.0,1485.0,gas development,active,Lakeshore,Medina
Cattaraugus,20498.0,-78.98773,42.35306,3472.0,1300.0,gas development,active,Lakeshore,Medina
Cattaraugus,6938.0,-78.67662,42.41673,4015.0,1775.0,gas development,active,Ashford,Medina
Cattaraugus,8237.0,-78.65731,42.42374,4104.0,1910.0,gas extension,active,Ashford,Medina
Cattaraugus,3042.0,-78.68555,42.43686,3887.0,1745.0,gas development,active,Ashford,Medina
Cattaraugus,3064.0,-78.480893,42.51164,3419.0,1370.0,gas development,active,Chaffee-Arcade,Medina
Cattaraugus,20235.0,-78.97601,42.3495,3460.0,1300.0,gas development,active,Lakeshore,Medina
Cattaraugus,19283.0,-79.03291,42.33488,3450.0,1293.0,gas development,active,Lakeshore,Medina
Cattaraugus,19562.0,-78.83876,42.4376,3265.0,1290.0,gas development,active,Lakeshore,Medina
Cattaraugus,6348.0,-78.61128,42.02952,1263.0,2000.0,oil development,active,Chipmunk,"Chipmunk, Bradford 1st & 2nd"
Cattaraugus,4346.0,-78.98046,42.34562,3534.0,1360.0,gas development,active,Lakeshore,Medina
Cattaraugus,2697.0,-78.96997,42.36096,3468.0,1310.0,gas development,active,Lakeshore,Medina
Cattaraugus,11747.0,-78.99247,42.3403,3785.0,1580.0,gas development,active,Lakeshore,Medina
Cattaraugus,2549.0,-78.399297,42.027719,1464.0,1944.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2318.0,-78.391033,42.029069,1353.0,1815.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2168.0,-78.393788,42.029077,1357.0,1810.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2549.0,-78.39563,42.029083,1312.0,1779.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2549.0,-78.397472,42.029086,1295.0,1777.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2549.0,-78.399311,42.029091,1320.0,1793.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2318.0,-78.386441,42.030433,1303.0,1768.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2318.0,-78.388283,42.030438,1353.0,1823.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2318.0,-78.390125,42.030441,1353.0,1825.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2318.0,-78.3921,42.03054,1249.0,1716.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2549.0,-78.393805,42.03045,1245.0,1710.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2549.0,-78.395644,42.030455,1220.0,1706.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2171.0,-78.397761,42.030583,1160.0,1692.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,5259.0,-78.598983,42.003241,1530.0,1823.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,9924.0,-78.61561,42.007702,1559.0,1830.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,7779.0,-78.609304,42.01312,1588.0,1900.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,6887.0,-78.591,42.00695,1830.0,2150.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,2436.0,-78.386458,42.031805,1378.0,1832.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2436.0,-78.388297,42.031811,1278.0,1748.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2437.0,-78.390138,42.031813,1253.0,1733.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2550.0,-78.397455,42.027713,1450.0,1939.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2550.0,-78.395616,42.027711,1432.0,1908.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2169.0,-78.393775,42.027705,1457.0,1923.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2169.0,-78.39224,42.02764,1372.0,1865.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2282.0,-78.39369,42.02651,1497.0,1961.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2282.0,-78.386413,42.027688,1421.0,1877.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2289.0,-78.388252,42.027694,1422.0,1863.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,6465.0,-78.58936,42.00651,1890.0,2210.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5352.0,-78.599716,42.004033,1589.0,1826.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,2206.0,-78.391977,42.031819,1199.0,1685.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,5102.0,-78.598441,42.004161,1650.0,1876.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,3518.0,-78.581072,42.009452,1258.0,1825.0,oil development,active,Bradford,Chipmunk & Harrisburg
Cattaraugus,3527.0,-78.58212,42.00993,1259.0,1790.0,oil development,active,Bradford,Chipmunk & Harrisburg
Cattaraugus,3515.0,-78.585369,42.012344,1138.0,1711.0,oil development,active,Bradford,Chipmunk & Bradford 2nd
Cattaraugus,2215.0,-78.465016,42.063678,1181.0,1433.0,oil development,active,Four Mile,Chipmunk & Bradford 2nd
Cattaraugus,7446.0,-78.618675,42.010172,1498.0,1781.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,7446.0,-78.618325,42.010981,1589.0,1856.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,2169.0,-78.390338,42.027805,1340.0,1862.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2881.0,-78.395661,42.031827,1145.0,1618.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2437.0,-78.397255,42.032327,1148.0,1618.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2579.0,-78.40842,42.02794,1233.0,1715.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2881.0,-78.399341,42.031836,1128.0,1620.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2881.0,-78.401183,42.031838,1125.0,1617.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2559.0,-78.403538,42.03198,1198.0,1675.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2559.0,-78.405791,42.031847,1274.0,1754.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2676.0,-78.40763,42.03185,1357.0,1855.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2880.0,-78.401166,42.030466,1171.0,1664.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2880.0,-78.403008,42.030472,1170.0,1561.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2578.0,-78.401152,42.029094,1246.0,1750.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2644.0,-78.41423,42.030472,1530.0,1987.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,3562.0,-78.41466,42.02927,2313.0,2020.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,7730.0,-78.6098,42.026975,1750.0,1867.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,29300.0,-79.053133,42.494875,2579.0,1010.0,gas development,active,Lakeshore,Medina
Cattaraugus,4898.0,-78.429016,42.034088,1162.0,1802.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.418958,42.03325,1282.0,1938.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.421562,42.032992,1207.0,1881.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.424119,42.032902,1280.0,1944.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.425961,42.032872,1320.0,1988.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.429652,42.032713,1285.0,1953.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.418102,42.036077,1279.0,1962.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.420186,42.035438,1323.0,1844.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.424116,42.035858,1199.0,1731.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.425997,42.035311,1224.0,1479.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.418636,42.034759,1375.0,1887.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.427175,42.034083,1190.0,1822.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.413436,42.033238,1495.0,2038.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.415277,42.033241,1623.0,2195.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.416486,42.035369,1354.0,2039.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4897.0,-78.427541,42.032541,1230.0,1908.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.416791,42.034016,1502.0,2080.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4452.0,-78.597791,42.004991,1680.0,1927.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5370.0,-78.616116,42.009361,1710.0,1938.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,4898.0,-78.411597,42.033233,1280.0,1945.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4459.0,-78.599447,42.004972,1530.0,1787.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,4898.0,-78.417458,42.037363,1160.0,1834.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.421263,42.037025,1099.0,1730.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2168.0,-78.386427,42.029061,1251.0,1739.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2168.0,-78.38819,42.02884,1311.0,1771.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4914.0,-78.610227,42.005847,1365.0,1635.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5159.0,-78.610772,42.00948,1740.0,1957.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5159.0,-78.611377,42.008677,1675.0,1981.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5165.0,-78.609911,42.008766,1650.0,1877.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,5364.0,-78.615588,42.008575,1680.0,1938.0,oil development,active,Bradford,"Chipmunk, Bradford 2nd & 3rd"
Cattaraugus,4898.0,-78.415616,42.037358,1130.0,1802.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.417261,42.032644,1470.0,2147.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.403997,42.03725,1057.0,1602.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.40182,42.03317,1143.0,1675.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.40365,42.0333,1227.0,1761.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.40721,42.03331,1430.0,1938.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,4903.0,-78.40908,42.03297,1380.0,1929.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.386369,42.023572,1703.0,2177.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.39373,42.023588,1762.0,2245.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.395572,42.023594,1763.0,2240.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.388225,42.02495,1733.0,2219.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.390063,42.024952,1763.0,2229.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.391905,42.024958,1703.0,2185.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,4898.0,-78.412966,42.034611,1348.0,1907.0,oil development,active,Bradford,Upper Devonian
Cattaraugus,2283.0,-78.39379,42.02511,1673.0,2144.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2282.0,-78.39744,42.02512,1696.0,2163.0,oil development,inactive,Bradford,Upper Devonian
Cattaraugus,2282.0,-78.399266,42.024975,1722.0,2178.0,oil development,inactive,Bradford,Upper Devonian
