County,gas_prod,longitude,latitude,depth,elevation,well,status,field,geology
Wyoming,2992.0,-77.96307,42.73195,2662.0,1160.0,gas development,active,Silver Lake,Medina
Wyoming,2471.0,-78.013432,42.789741,2582.0,1385.0,gas development,active,Leicester,Medina
Wyoming,3513.0,-78.34883,42.82676,2327.0,1391.0,gas development,active,Danley Corners,Medina
Chautauqua,12612.0,-79.22141,42.33934,3840.0,1885.0,gas development,active,Lakeshore,Medina
Chautauqua,29553.0,-79.24823,42.30685,3586.0,1535.0,gas development,active,Lakeshore,Medina
Wyoming,4582.0,-78.394693,42.534653,3656.0,1692.0,gas development,active,Chaffee-Arcade,Medina
Wyoming,24628.0,-78.04166,42.78796,2636.0,1490.0,gas development,active,Leicester,Medina
Wyoming,30153.0,-77.95791,42.71942,2640.0,1040.0,gas development,active,Silver Lake,Medina
Wyoming,8975.0,-78.017,42.797,2540.0,1356.0,gas development,active,Leicester,Medina
Wyoming,23998.0,-78.08614,42.77103,2705.0,1471.0,gas development,active,Leicester,Medina
Chautauqua,11008.0,-79.61647,42.29315,2681.0,902.0,gas development,active,Lakeshore,Medina
Chautauqua,13034.0,-79.51823,42.24689,3400.0,1348.0,gas development,inactive,Lakeshore,Medina
Wyoming,13810.0,-78.02623,42.771722,2685.0,1468.0,gas development,active,Leicester,Medina
Wyoming,13863.0,-78.02323,42.76873,2739.0,1281.212765957447,gas development,active,Leicester,Medina
Wyoming,7557.0,-78.39547,42.60448,3498.0,1800.0,gas development,active,Java,Medina
Wyoming,12888.0,-78.42065,42.60889,3329.0,1710.0,gas development,active,Java,Medina
Wyoming,10397.0,-78.36381,42.60141,3485.0,1738.0,gas development,active,Java,Medina
Wyoming,10204.0,-78.37886,42.59864,3427.0,1681.0,gas development,active,Java,Medina
Chautauqua,29859.0,-79.531166,42.132266,4149.0,1705.0,gas development,active,Lakeshore,Medina
Wyoming,22496.0,-77.99531,42.64542,3038.0,1175.0,gas development,inactive,Silver Lake,Medina
Chautauqua,22775.0,-79.21908,42.44398,2875.0,1295.0,gas development,active,Lakeshore,Medina
Chautauqua,7656.0,-79.55322,42.2032,3798.0,1610.0,gas development,active,Lakeshore,Medina
Steuben,3500.0,-77.72763,42.06389,1860.0,2134.0,oil development,active,Beech Hill-Independence,Devonian Shale
Chautauqua,30656.0,-79.5444,42.31139,2865.0,1045.0,gas development,active,Lakeshore,Medina
Steuben,19269.0,-77.73954,42.08493,1776.0,2195.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,22979.0,-77.73951,42.08606,1780.0,2200.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,11960.0,-79.54691,42.19744,3797.0,1600.0,gas development,active,Lakeshore,Medina
Steuben,18570.0,-77.74101,42.08283,1851.0,2250.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Wyoming,11904.0,-78.36957,42.57817,2374.0,1800.0,oil wildcat,active,New Field Wildcat,Onondaga
Steuben,18319.0,-77.74105,42.08401,1800.0,2225.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,20776.0,-77.74099,42.08517,1801.0,2225.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,15414.0,-77.73494,42.08718,1809.0,2200.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,19099.0,-77.73387,42.08268,1774.0,2170.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,16039.0,-77.73369,42.08382,1775.0,2185.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,10651.0,-77.734525,42.081137,1732.0,2157.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,28432.0,-79.199425,42.104354,4277.0,1365.0,gas development,active,Lakeshore,Medina
Chautauqua,29047.0,-79.32899,42.25884,3482.0,1282.0,gas wildcat,active,Cassadaga Creek,Upper Devonian
Steuben,22733.0,-77.73948,42.08279,1801.0,2220.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,13791.0,-79.21937,42.2491,4203.0,1910.0,gas development,active,Lakeshore,Medina
Chautauqua,14631.0,-79.084874,42.526895,2255.0,818.0,gas development,active,Lakeshore,Medina
Chautauqua,13204.0,-79.37137,42.38166,3126.0,1385.0,gas development,active,Lakeshore,Medina
Chautauqua,16771.0,-79.21227,42.24939,4315.0,2005.0,gas development,active,Lakeshore,Medina
Chautauqua,8101.0,-79.38311,42.27374,3656.0,1606.0,gas development,active,Lakeshore,Medina
Chautauqua,20581.0,-79.53399,42.0527,4366.0,1665.0,gas development,active,Lakeshore,Medina
Chautauqua,8548.0,-79.127659,42.547996,2025.0,692.0,gas development,active,Lakeshore,Medina
Chautauqua,17104.0,-79.37595,42.27646,3575.0,1516.0,gas development,active,Lakeshore,Medina
Chautauqua,9760.0,-79.36551,42.27321,3507.0,1405.0,gas development,active,Lakeshore,Medina
Chautauqua,14599.0,-79.1747,42.40208,3258.0,1445.0,gas development,active,Lakeshore,Medina
Chautauqua,23024.0,-79.17403,42.3974,3237.0,1400.0,gas development,active,Lakeshore,Medina
Steuben,18943.0,-77.73956,42.08387,1772.0,2195.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,3300.0,-77.72929,42.0639,1800.0,2089.0,oil development,active,Beech Hill-Independence,Devonian Shale
Chautauqua,23149.0,-79.52496,42.34227,2665.0,805.0,gas development,active,Lakeshore,Medina
Wyoming,14844.0,-78.44083,42.86172,1802.0,1107.0,gas development,active,Danley Corners,Medina
Steuben,8021.0,-77.73087,42.08403,1825.0,2220.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Wyoming,11254.0,-78.37206,42.85601,2065.0,1301.0,gas development,active,Danley Corners,Medina
Chautauqua,7545.0,-79.5772,42.18149,3800.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,25131.0,-79.49379,42.17305,3760.0,1445.0,gas development,active,Lakeshore,Medina
Steuben,2900.0,-77.72781,42.06852,1864.0,2118.0,oil development,inactive,Beech Hill-Independence,Not Applicable
Chautauqua,31294.0,-79.556564,42.170209,3954.0,1690.0,gas development,active,Lakeshore,Medina
Steuben,2500.0,-77.729543,42.067725,1805.0,2114.0,oil development,inactive,Beech Hill-Independence,Devonian Shale
Steuben,2900.0,-77.72761,42.06746,1850.0,2144.0,oil development,inactive,Beech Hill-Independence,Devonian Shale
Steuben,2900.0,-77.72763,42.06512,1875.0,2171.0,oil development,active,Beech Hill-Independence,Not Applicable
Steuben,2700.0,-77.72928,42.06637,1775.0,2064.0,oil development,inactive,Beech Hill-Independence,Not Applicable
Chautauqua,2278.0,-79.38427,42.0029,4717.0,1722.0,gas development,active,Lakeshore,Medina
Steuben,3500.0,-77.727623,42.066351,1890.0,2188.0,oil development,inactive,Beech Hill-Independence,Not Applicable
Chautauqua,13188.0,-79.22589,42.34478,3781.0,1785.0,gas development,active,Lakeshore,Medina
Steuben,6580.0,-77.74226,42.08319,1849.0,2270.0,oil development,active,West Union,Fulmer Valley
Chautauqua,22428.0,-79.534823,42.326161,2667.0,873.0,gas development,active,Lakeshore,Medina
Chautauqua,4694.0,-79.39423,42.39252,2360.0,930.0,gas development,active,Lakeshore,Medina
Chautauqua,5067.0,-79.5102,42.2398,3516.0,1397.0,gas development,inactive,Lakeshore,Medina
Steuben,9771.0,-77.7395,42.08693,1800.0,2220.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,13169.0,-77.74091,42.08639,1824.0,2240.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,14067.0,-77.74219,42.08636,1843.0,2260.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,7799.0,-77.73221,42.07616,1703.0,2084.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Chautauqua,13421.0,-79.36246,42.386,2953.0,1250.0,gas development,active,Lakeshore,Medina
Steuben,7677.0,-77.73203,42.07807,1750.0,2135.0,oil development,active,Beech Hill-Independence,Fulmer Valley
Steuben,12126.0,-77.74247,42.08524,1824.0,2250.0,oil development,active,West Union,Fulmer Valley
Chautauqua,3278.0,-79.20776,42.09398,4500.0,1545.0,gas development,active,Lakeshore,Medina
Chautauqua,5194.0,-79.11502,42.31607,3987.0,1830.0,gas development,active,Lakeshore,Medina
Chautauqua,16346.0,-79.22508,42.44606,2880.0,1275.0,gas development,active,Lakeshore,Medina
Chautauqua,19385.0,-79.26047,42.08089,4410.0,1502.0,gas development,active,Lakeshore,Medina
Chautauqua,27894.0,-79.091487,42.535361,2158.0,764.0,gas development,active,Lakeshore,Medina
Steuben,6871.0,-77.74245,42.08414,1824.0,2250.0,oil development,active,West Union,Fulmer Valley
Wyoming,2747.0,-78.01505,42.84534,2136.0,1140.0,gas development,active,Leicester,Medina
Chautauqua,15589.0,-79.180366,42.190557,4311.0,1780.0,gas development,active,Lakeshore,Medina
Wyoming,7543.0,-78.400769,42.850523,1965.0,1258.0,gas development,active,Danley Corners,Medina
Wyoming,7553.0,-78.434035,42.858705,1785.0,1133.0,gas development,active,Danley Corners,Medina
Chautauqua,23924.0,-79.58403,42.02926,4220.0,1500.0,gas development,active,Lakeshore,Medina
Chautauqua,21019.0,-79.14625,42.27433,4125.0,1836.0,gas development,active,Lakeshore,Medina
Wyoming,30684.0,-78.44001,42.854992,1785.0,1134.0,gas development,active,Danley Corners,Medina
Chautauqua,10236.0,-79.19935,42.31264,3921.0,1820.0,gas development,active,Lakeshore,Medina
Chautauqua,26149.0,-79.09296,42.12116,4232.0,1310.0,gas development,active,Lakeshore,Medina
Chautauqua,25635.0,-79.1876,42.168,4238.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,12397.0,-79.1405,42.27646,4258.0,1991.0,gas development,active,Lakeshore,Medina
Chautauqua,22284.0,-79.64175,42.11639,3942.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,6740.0,-79.3055,42.18309,4169.0,1745.0,gas development,active,Lakeshore,Medina
Chautauqua,20282.0,-79.297651,42.183372,4140.0,1762.0,gas development,active,Lakeshore,Medina
Chautauqua,8995.0,-79.09296,42.12116,4232.0,1310.0,gas development,active,Lakeshore,Onondaga
Chautauqua,11917.0,-79.17087,42.2181,4339.0,1605.0,gas development,active,Lakeshore,Medina
Chautauqua,17232.0,-79.37672,42.1712,3860.0,1377.0,gas development,active,Lakeshore,Medina
Wyoming,14093.0,-78.372706,42.805556,2415.0,1469.0,gas development,active,Danley Corners,Medina
Wyoming,23735.0,-78.33428,42.81337,2360.0,1462.0,gas development,active,Danley Corners,Medina
Wyoming,13630.0,-78.368822,42.866268,1933.0,1259.0,gas development,active,Danley Corners,Medina
Wyoming,23989.0,-78.32072,42.84135,2191.0,1389.0,gas development,active,Danley Corners,Medina
Wyoming,10487.0,-78.380408,42.772415,2285.0,1275.0,gas development,active,Sheldon,Medina
Wyoming,21212.0,-78.451361,42.530528,3417.0,1457.0,gas development,active,Chaffee-Arcade,Medina
Chautauqua,7185.0,-79.32529,42.17814,4189.0,1763.0,gas development,active,Lakeshore,Medina
Chautauqua,22717.0,-79.10553,42.17034,4262.0,1579.1027397260275,gas development,active,Lakeshore,Medina
Chautauqua,27326.0,-79.0993,42.17197,4048.0,1385.0,gas development,active,Lakeshore,Medina
Chautauqua,22033.0,-79.63285,42.11704,3954.0,1539.0,gas development,active,Lakeshore,Medina
Wyoming,9305.0,-78.395732,42.863036,1806.0,1143.0,gas development,active,Danley Corners,Medina
Chautauqua,14697.0,-79.67548,42.12093,3936.0,1642.0,gas development,active,Lakeshore,Medina
Chautauqua,5466.0,-79.3564,42.00782,4823.0,1695.0,gas development,active,Lakeshore,Medina
Chautauqua,23652.0,-79.18247,42.14469,4182.0,1450.0,gas development,active,Lakeshore,Medina
Wyoming,11329.0,-78.379202,42.85843,1985.0,1283.0,gas development,active,Danley Corners,Medina
Chautauqua,22276.0,-79.27828,42.08092,4554.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,20890.0,-79.23005,42.06804,4370.0,1440.0,gas development,active,Lakeshore,Medina
Chautauqua,26063.0,-79.66732,42.27302,2825.0,950.0,gas development,active,Lakeshore,Medina
Chautauqua,22761.0,-79.67186,42.27924,2675.0,790.0,gas development,active,Lakeshore,Medina
Chautauqua,16309.0,-79.22559,42.28057,3776.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,19783.0,-79.2522,42.5025,2040.0,688.0,gas development,active,Lakeshore,Medina
Chautauqua,4495.0,-79.46353,42.16892,3841.0,1495.0,gas development,active,Lakeshore,Medina
Chautauqua,5731.0,-79.21054,42.29544,3933.0,1807.0,gas development,active,Lakeshore,Medina
Chautauqua,6396.0,-79.21587,42.30644,3920.0,1810.0,gas development,active,Lakeshore,Medina
Chautauqua,9955.0,-79.53611,42.08729,4361.0,1778.0,oil development,active,Harmony,Grimsby
Chautauqua,31596.0,-79.45866,42.29718,3520.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,2667.0,-79.291751,42.21107,3659.0,1292.0,gas development,inactive,Lakeshore,Medina
Chautauqua,15728.0,-79.60451,42.12112,4023.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,19438.0,-79.1198,42.17191,4331.0,1665.0,gas development,active,Lakeshore,Medina
Wyoming,9739.0,-78.351544,42.864343,1935.0,1241.0,gas development,active,Danley Corners,Medina
Chautauqua,21829.0,-79.08739,42.13133,4140.0,1290.0,gas development,active,Lakeshore,Medina
Chautauqua,25264.0,-79.11528,42.15426,4194.0,1460.0,gas development,active,Lakeshore,Medina
Chautauqua,6000.0,-79.09955,42.04768,4993.0,1770.0,gas development,inactive,Lakeshore,Medina
Wyoming,26278.0,-78.46151,42.523278,3426.0,1440.0,gas development,active,Chaffee-Arcade,Medina
Wyoming,17939.0,-78.36919,42.81218,2275.0,1370.0,gas development,active,Danley Corners,Medina
Wyoming,11020.0,-78.4178,42.85767,1755.0,1090.0,gas development,active,Danley Corners,Medina
Chautauqua,12411.0,-79.12134,42.16479,4300.0,1580.0,gas development,active,Lakeshore,Medina
Wyoming,15298.0,-78.40132,42.86598,1765.0,1110.0,gas development,active,Danley Corners,Medina
Chautauqua,12573.0,-79.66168,42.11433,4010.0,1609.0,gas development,active,Lakeshore,Medina
Chautauqua,20697.0,-79.66016,42.1077,4027.0,1632.0,gas development,active,Lakeshore,Medina
Chautauqua,7314.0,-79.67016,42.11006,3942.0,1515.0,gas development,active,Lakeshore,Medina
Chautauqua,6506.0,-79.143665,42.211488,4262.0,1750.0,gas development,active,Lakeshore,Medina
Chautauqua,27942.0,-79.07154,42.19699,4117.0,1510.0,gas development,active,Lakeshore,Medina
Chautauqua,29136.0,-79.06365,42.19698,4090.0,1460.0,gas development,active,Lakeshore,Medina
Chautauqua,8216.0,-79.232402,42.334549,3908.0,1930.0,gas development,active,Lakeshore,Medina
Chautauqua,6772.0,-79.22236,42.32179,3740.0,1745.0,gas development,active,Lakeshore,Medina
Chautauqua,25146.0,-79.24014,42.32821,3715.0,1745.0,gas development,active,Lakeshore,Medina
Chautauqua,22080.0,-79.16,42.31687,3937.0,1821.0,gas development,active,Lakeshore,Medina
Chautauqua,10576.0,-79.50235,42.03292,4474.0,1672.0,gas development,active,Lakeshore,Medina
Chautauqua,15862.0,-79.09821,42.19104,4278.0,1608.0,gas development,inactive,Lakeshore,Grimsby
Chautauqua,11393.0,-79.24032,42.31978,3675.0,1705.0,gas development,active,Lakeshore,Medina
Chautauqua,19067.0,-79.13915,42.2079,4130.0,1630.0,gas development,active,Lakeshore,Medina
Chautauqua,21778.0,-79.16026,42.21975,4395.0,1950.0,gas development,active,Lakeshore,Medina
Chautauqua,9738.0,-79.15333,42.18713,4247.0,1695.0,gas development,active,Lakeshore,Medina
Chautauqua,22261.0,-79.12791,42.17594,4355.0,1720.0,gas development,active,Lakeshore,Medina
Chautauqua,20760.0,-79.1172,42.14962,4225.0,1559.18,gas development,active,Lakeshore,Medina
Chautauqua,27691.0,-79.23709,42.26458,3892.0,1672.0,gas development,active,Lakeshore,Medina
Chautauqua,18257.0,-79.43112,42.22221,3624.0,1430.0,gas development,active,Lakeshore,Medina
Chautauqua,22261.0,-79.41461,42.19799,3658.0,1370.0,gas development,active,Lakeshore,Medina
Chautauqua,8418.0,-79.16103,42.31157,4142.0,2024.0,gas development,active,Lakeshore,Medina
Wyoming,25568.0,-78.459531,42.526657,3402.0,1440.0,gas development,active,Chaffee-Arcade,Medina
Chautauqua,12984.0,-79.68342,42.12093,3966.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,23426.0,-79.09305,42.198808,4190.0,1630.0,gas development,active,Lakeshore,Medina
Chautauqua,5342.0,-79.06595,42.15391,4305.0,1495.0,gas development,active,Lakeshore,Medina
Wyoming,19552.0,-78.33969,42.86731,1940.0,1250.0,gas development,active,Danley Corners,Medina
Chautauqua,9021.0,-79.66185,42.09054,4059.0,1600.0,gas development,active,Lakeshore,Medina
Chautauqua,23458.0,-79.14671,42.1914,4262.0,1715.0,gas development,active,Lakeshore,Medina
Chautauqua,20879.0,-79.15294,42.19196,4258.0,1715.0,gas development,active,Lakeshore,Medina
Chautauqua,2667.0,-79.23225,42.26711,3949.0,1670.0,gas development,active,Lakeshore,Medina
Chautauqua,22180.0,-79.63957,42.13632,3860.0,1530.0,gas development,active,Lakeshore,Medina
Chautauqua,22448.0,-79.07481,42.18181,4228.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,19924.0,-79.15997,42.40345,3403.0,1630.0,gas development,active,Lakeshore,Medina
Chautauqua,7355.0,-79.23238,42.30547,3619.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,28746.0,-79.17201,42.29856,4257.0,2101.0,gas development,active,Lakeshore,Medina
Chautauqua,8347.0,-79.65704,42.13958,3985.0,1642.0,gas development,active,Lakeshore,Medina
Chautauqua,25554.0,-79.08277,42.1283,4154.0,1325.0,gas development,active,Lakeshore,Medina
Chautauqua,21332.0,-79.16033,42.21442,4331.0,1890.0,gas development,active,Lakeshore,Medina
Chautauqua,7889.0,-79.22485,42.24927,4108.0,1825.0,gas development,active,Lakeshore,Medina
Wyoming,22697.0,-78.392072,42.798611,2325.0,1374.0,gas development,active,Danley Corners,Medina
Chautauqua,7255.0,-79.12958,42.31821,3857.0,1724.0,gas development,active,Lakeshore,Medina
Chautauqua,10604.0,-79.12179,42.15427,4174.0,1450.0,gas development,active,Lakeshore,Grimsby
Chautauqua,24008.0,-79.10708,42.17679,4187.0,1530.0,gas development,active,Lakeshore,Medina
Chautauqua,7532.0,-79.64982,42.14471,3891.0,1558.0,gas development,active,Lakeshore,Medina
Chautauqua,10886.0,-79.718639,42.198867,3518.0,1385.0,gas development,active,Lakeshore,Medina
Chautauqua,4304.0,-79.16662,42.40179,3374.0,1465.104347826087,gas development,active,Lakeshore,Medina
Chautauqua,21973.0,-79.48946,42.1598,3905.0,1530.0,gas development,active,Lakeshore,Medina
Chautauqua,19641.0,-79.10824,42.15894,4200.0,1470.0,gas development,active,Lakeshore,Medina
Chautauqua,6866.0,-79.2254,42.25886,4011.0,1756.0,gas development,active,Lakeshore,Medina
Chautauqua,29578.0,-79.25382,42.28962,3625.0,1495.0,gas development,active,Lakeshore,Medina
Chautauqua,8780.0,-79.16689,42.396,3366.0,1496.0438596491229,gas development,active,Lakeshore,Medina
Chautauqua,18728.0,-79.15023,42.19819,4180.0,1638.6818181818182,gas development,active,Lakeshore,Medina
Chautauqua,11271.0,-79.15637,42.19629,4213.0,1680.0,gas development,active,Lakeshore,Medina
Wyoming,20246.0,-78.39498,42.86774,1805.0,1145.0,gas development,active,Danley Corners,Medina
Wyoming,22307.0,-78.387514,42.863861,1866.0,1205.0,gas development,active,Danley Corners,Medina
Wyoming,9328.0,-78.34076,42.77298,2642.0,1640.0,gas development,active,Sheldon,Medina
Chautauqua,8188.0,-79.68259,42.10165,4013.0,1590.0,gas development,active,Lakeshore,Medina
Chautauqua,31314.0,-79.75925,42.17533,3748.0,1565.0,gas development,active,Lakeshore,Medina
Chautauqua,21868.0,-79.72041,42.15504,3647.0,1481.0,gas development,active,Lakeshore,Medina
Wyoming,13309.0,-78.39161,42.77364,2344.0,1119.0,gas development,active,Sheldon,Medina
Chautauqua,22087.0,-79.67458,42.2711,2788.0,895.0,gas development,active,Lakeshore,Medina
Chautauqua,6530.0,-79.67667,42.06784,4265.0,1690.0,gas development,active,Lakeshore,Medina
Chautauqua,10027.0,-79.112993,42.066381,4810.0,1390.0,gas development,active,Lakeshore,Medina
Chautauqua,20417.0,-79.531847,42.33726,2570.0,795.0,gas development,active,Lakeshore,Medina
Chautauqua,21689.0,-79.54403,42.31771,2755.0,935.0,gas development,active,Lakeshore,Medina
Chautauqua,16012.0,-79.09077,42.07331,4568.0,1350.0,gas development,active,Lakeshore,Medina
Chautauqua,11424.0,-79.06827,42.07018,4860.0,1675.0,gas development,shut in,Lakeshore,Medina
Chautauqua,14642.0,-79.09288,42.01352,5310.0,1927.0,gas development,active,Lakeshore,Medina
Chautauqua,22416.0,-79.15868,42.01825,4469.0,1240.0,gas development,active,Lakeshore,Medina
Chautauqua,17153.0,-79.1516,42.4175,3367.0,1629.0,gas development,active,Lakeshore,Medina
Chautauqua,20281.0,-79.53422,42.34192,2520.0,760.0,gas development,active,Lakeshore,Medina
Chautauqua,16921.0,-79.29144,42.07418,4450.0,1530.0,gas development,active,Lakeshore,Medina
Wyoming,20890.0,-78.42896,42.8667,1738.0,1103.0,gas development,active,Alden-Lancaster,Medina
Chautauqua,27364.0,-79.32843,42.20356,4006.0,1675.0,gas development,active,Lakeshore,Medina
Chautauqua,14316.0,-79.06404,42.16371,4170.0,1390.0,gas development,active,Lakeshore,Medina
Chautauqua,23780.0,-79.08102,42.15593,4182.0,1390.0,gas development,active,Lakeshore,Medina
Chautauqua,21213.0,-79.53761,42.31868,2800.0,970.0,gas development,active,Lakeshore,Medina
Chautauqua,23686.0,-79.32671,42.20834,3870.0,1676.0,gas development,active,Lakeshore,Medina
Chautauqua,12567.0,-79.07507,42.18645,4295.0,1593.0,gas development,active,Lakeshore,Medina
Chautauqua,10684.0,-79.16136,42.43006,3281.0,1335.0049504950496,gas development,active,Lakeshore,Medina
Wyoming,24383.0,-78.09833,42.81792,5050.0,1040.0,gas development,active,Cascade Brook,Theresa
Chautauqua,29905.0,-79.23338,42.4872,2172.0,1133.3724137931035,gas development,active,Lakeshore,Medina
Chautauqua,19723.0,-79.23728,42.45428,2681.0,1198.4074074074074,gas development,active,Lakeshore,Medina
Chautauqua,7476.0,-79.50116,42.10154,4170.0,1635.0,gas development,active,Lakeshore,Medina
Chautauqua,16228.0,-79.4997,42.08999,2936.0,1770.0,gas wildcat,active,North Harmony,Bass Island
Chautauqua,11137.0,-79.49938,42.0953,4327.0,1777.0,gas development,active,Lakeshore,Medina
Chautauqua,21542.0,-79.20346,42.1827,4112.0,1550.0,gas development,active,Lakeshore,Medina
Chautauqua,13574.0,-79.16158,42.41433,3321.0,1565.0,gas development,active,Lakeshore,Medina
Wyoming,14537.0,-78.02026,42.81345,2432.0,1300.0,gas development,active,Leicester,Medina
Chautauqua,6204.0,-79.16514,42.41861,3269.0,1386.683962264151,gas development,active,Lakeshore,Medina
Chautauqua,17648.0,-79.20422,42.1884,4115.0,1550.0,gas development,active,Lakeshore,Medina
Wyoming,27448.0,-78.03082,42.80635,2566.0,1430.0,gas development,active,Leicester,Medina
Chautauqua,19855.0,-79.23312,42.48059,2252.0,815.0,gas development,active,Lakeshore,Medina
Chautauqua,11280.0,-79.15804,42.4196,3275.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,8225.0,-79.17255,42.41862,3189.0,1493.0,gas development,active,Lakeshore,Medina
Wyoming,2626.0,-78.39603,42.85924,1900.0,1180.0,gas development,active,Danley Corners,Medina
Chautauqua,5711.0,-79.23178,42.26274,3915.0,1660.0,gas development,active,Lakeshore,Medina
Chautauqua,8575.0,-79.22314,42.26954,4009.0,1810.0,gas wildcat,active,Gerry-Charlotte,Medina
Chautauqua,13115.0,-79.22783,42.03939,4418.0,1370.0,gas development,active,Lakeshore,Grimsby
Chautauqua,26532.0,-79.701011,42.01542,4320.0,1645.0,gas development,active,Lakeshore,Medina
Chautauqua,7467.0,-79.72997,42.01377,4329.0,1650.0,gas development,active,Lakeshore,Medina
Chautauqua,20304.0,-79.091845,42.211013,4010.0,1475.0,gas development,active,Lakeshore,Medina
Chautauqua,26643.0,-79.54353,42.17838,3869.0,1615.0,gas development,active,Lakeshore,Medina
Chautauqua,17780.0,-79.612479,42.05924,4660.0,1835.0,gas development,active,Lakeshore,Medina
Chautauqua,2504.0,-79.69602,42.019033,4242.0,1470.0,gas development,active,Lakeshore,Medina
Chautauqua,2780.0,-79.62687,42.0911,4104.0,1620.0,gas development,active,Lakeshore,Medina
Chautauqua,4252.0,-79.21773,42.27914,3840.0,1672.090909090909,gas development,active,Lakeshore,Medina
Chautauqua,19431.0,-79.5542,42.06174,4402.0,1670.0,gas development,active,Lakeshore,Medina
Chautauqua,13994.0,-79.24796,42.26974,3683.0,1500.0,gas development,active,Lakeshore,Medina
Chautauqua,6530.0,-79.18966,42.39789,3191.0,1472.4938271604938,gas development,active,Lakeshore,Medina
Chautauqua,7594.0,-79.24145,42.2816,3719.0,1560.0,gas development,active,Lakeshore,Medina
Chautauqua,7333.0,-79.24463,42.49351,2092.0,1084.321428571429,gas development,active,Lakeshore,Medina
Chautauqua,21895.0,-79.15697,42.30679,4072.0,1931.0,gas development,active,Lakeshore,Medina
Chautauqua,12716.0,-79.120552,42.020353,4922.0,1625.0,gas development,active,Lakeshore,Medina
Chautauqua,27006.0,-79.08373,42.07983,4654.0,1530.0,gas development,active,Lakeshore,Medina
Chautauqua,8012.0,-79.2203,42.27353,3962.0,1680.0,gas development,active,Lakeshore,Medina
Chautauqua,25100.0,-79.06562,42.2092,3897.0,1316.0,gas development,active,Lakeshore,Medina
Wyoming,22458.0,-78.42953,42.86283,1758.0,1333.0,gas development,active,Danley Corners,Medina
Wyoming,2674.0,-78.3497,42.83925,2170.0,1374.0,gas development,active,Danley Corners,Medina
Chautauqua,18486.0,-79.68313,42.27031,2735.0,845.0,gas development,active,Lakeshore,Medina
Chautauqua,15399.0,-79.68507,42.28092,2555.0,708.0,gas development,active,Lakeshore,Medina
Chautauqua,18254.0,-79.18475,42.28512,3980.0,1771.0,gas development,active,Lakeshore,Medina
Chautauqua,16574.0,-79.10707,42.05231,5009.0,1760.0,gas development,inactive,Lakeshore,Medina
Wyoming,4546.0,-78.394048,42.852723,2001.0,1303.0,gas development,active,Danley Corners,Medina
Chautauqua,27932.0,-79.12819,42.23291,3895.0,1450.0,gas development,active,Lakeshore,Medina
Chautauqua,13090.0,-79.09399,42.02743,4980.0,1700.0,gas development,active,Lakeshore,Medina
Chautauqua,28402.0,-79.61792,42.01905,4206.0,1455.0,gas development,active,Lakeshore,Medina
Chautauqua,31603.0,-79.28316,42.2191,3611.0,1282.0,gas development,active,Lakeshore,Medina
Chautauqua,8107.0,-79.11742,42.04543,4869.0,1610.0,gas development,active,Lakeshore,Medina
Chautauqua,18978.0,-79.07755,42.1491,4306.0,1530.0,gas development,active,Lakeshore,Medina
Chautauqua,6100.0,-79.70565,42.00141,4669.0,1880.0,gas development,active,Lakeshore,Medina
Chautauqua,4379.0,-79.66884,42.07365,4066.0,1525.0,gas development,active,Clymer,Medina
Chautauqua,25887.0,-79.699923,42.135815,3840.0,1570.0,gas development,active,Lakeshore,Medina
Chautauqua,21508.0,-79.609202,42.162758,3835.0,1541.0,gas development,active,Lakeshore,Medina
Chautauqua,26212.0,-79.65456,42.04544,4317.0,1700.0,gas development,active,Lakeshore,Medina
Chautauqua,31388.0,-79.53812,42.3384,2520.0,760.0,gas development,active,Lakeshore,Medina
